StudentID,GPA
9149902,2.76
4546185,3.16
3509324,2.62
8348912,2.97
5971777,2.99
8805447,2.91
1849263,2.81
6865728,3.26
2634746,3.23
6580917,2.67
7356646,3.09
8061644,3.07
5695428,3.3
3240060,3.4
2176928,2.59
6093457,3.06
3440593,3.14
2923053,2.62
5849552,2.87
7018106,3.37
1861944,3.35
7018648,2.5
1175438,2.97
2880876,2.68
4004166,3.41
6362088,2.75
9654910,3.27
6559854,2.98
1994957,3.38
6733539,3.25
1119969,2.64
9067507,3.1
8624823,2.74
6107223,3.16
3249921,2.98
4138157,3.16
2541173,2.54
9658544,3.14
9056547,3.21
4494830,2.69
1332180,2.94
7251272,2.45
2340747,3.14
1740491,3.26
5374312,2.85
6833960,3.01
8543635,2.72
7496255,3.31
8379810,3.01
8724315,2.71
2408277,2.47
4319904,3.3
5348318,3.38
1270612,3.35
2624345,2.44
5789439,2.96
9273240,2.6
9107519,2.71
1129592,3.5
3903084,2.71
5003665,3.31
6453329,2.96
2828640,2.63
5504309,2.82
4838159,2.77
4779330,3.11
3666775,2.66
7304027,3.41
5915653,3.16
1160018,3
3593144,2.96
9390938,2.85
1911098,2.37
1508773,3.21
9599261,3.64
7280832,2.88
7912114,2.18
4492978,2.62
7082746,3.21
8476442,3.32
9647580,2.99
3442688,3.31
4295246,3.01
4053646,2.85
2430357,2.78
3863651,2.71
9421742,2.94
4787949,3.33
7341556,2.9
1618801,2.49
5780281,2.8
2279777,3.25
1386064,3.04
7770317,2.55
7916780,3.01
3779124,2.99
6485844,3.22
4789721,3.01
6827801,3.28
3002237,2.72
6911347,2.85
5025718,2.51
6982843,3.25
7513975,2.93
8009576,2.86
7106969,2.93
3326630,2.99
3349935,2.62
9911507,2.93
2846920,3.33
7388219,3.1
9055593,3.32
8212484,3.26
7755772,2.31
4501184,2.37
8423966,3.28
3712139,3.08
8987240,2.8
6520363,2.77
5431399,2.77
9886959,2.51
6837127,2.53
4426252,3.17
4918459,3.26
2657910,2.73
4635466,3.02
7382994,3.28
1159297,3.04
7845111,3.14
4758712,2.39
4766613,2.93
6958819,2.67
5631311,3.36
3689887,2.58
8609367,2.65
8775384,3.28
6133149,3.17
2794988,3.31
3925632,3.25
5807240,3.57
9464582,3.25
6583730,2.61
5242304,3.05
9368938,3.02
6049803,2.52
5727088,2.77
5244104,2.77
7410530,3.01
8934634,2.65
5816553,2.91
8624166,3.32
4938362,3.28
4296671,2.78
1868620,2.54
7760174,3.12
8942128,3.24
3127874,2.39
3347182,2.94
2459118,2.5
9434332,3.13
4616555,3.09
1535993,2.84
3696410,2.97
2540945,3.22
6089675,2.67
5133457,3.13
2432362,3.18
2488020,3.53
9085406,2.93
4769691,3.04
3212798,2.51
3301826,2.84
7670357,2.85
2332541,3.16
1512938,3.2
1345575,3.17
7632647,2.82
6674827,2.94
1090490,3.13
3644597,3.06
4730688,2.87
8858771,3
7407118,2.56
4926588,3.3
2127974,3.53
3477121,3.46
1275375,2.54
7295048,2.89
1738524,2.93
8587660,2.11
8417028,3.18
2388274,2.96
4898201,2.64
9488749,2.53
6817923,3.22
3820835,3.22
2632349,3.09
3930648,3.06
6168541,3.29
3553751,3.28
7266875,2.94
2628907,2.62
3592640,3.07
9304524,2.78
5689604,2.55
6542376,2.95
4777949,3.01
9891319,2.55
3294029,2.97
7884016,3.27
7645190,2.63
1791473,2.6
1572882,3.32
8287057,2.87
8886458,3.05
2553179,2.31
7612782,3.38
8622708,3.03
8489817,2.19
6737033,3.02
1464781,3.22
5841648,2.66
7033022,3.07
6070708,2.95
4884088,2.95
1071854,2.93
1350161,3.29
1174541,3.01
4967593,3.22
5668522,3.01
6283318,3.15
8468378,3.14
7718974,2.99
8138593,3.08
7301234,2.4
6732153,2.99
8199449,2.88
5791337,3.27
6370438,3.12
4563212,3.31
7624124,3.25
5869718,2.6
5070555,2.45
5439985,2.31
2594441,3
3560773,2.74
3734628,3.33
9574860,3.17
1720000,2.76
7124380,2.91
2124333,3.07
7580410,2.87
7320345,3.56
4254653,2.76
1533729,3.2
1608763,2.7
6125084,3.11
7614500,3.02
6231191,2.72
4373783,3.17
5711050,3.36
2856108,3.15
7585659,3.26
1420936,2.83
2960082,2.39
2635413,2.84
1706957,3.08
6506235,3.03
3804946,2.95
9407989,2.89
5014475,2.99
1224452,2.1
4265821,2.74
4555539,2.66
2499295,2.84
4663708,2.84
2147729,3.05
2853528,3.06
8758095,3.09
2132425,2.38
4625405,2.56
7319521,3.31
4675649,2.97
3849122,3.39
1811657,2.78
3990114,3.55
6609406,2.67
7770102,3.29
2682562,3.16
2644767,2.86
3434931,2.93
4835665,2.94
8145936,2.79
6645432,2.78
4591989,3.21
8722112,3.08
5436605,3.13
6021348,2.79
4316792,2.2
4469780,2.71
1341950,3.41
3992049,3.32
5815663,3.12
4240292,2.78
4655234,3.28
3956194,2.53
7317972,3.24
5163225,3.34
1307807,2.97
7371746,2.82
6436478,2.68
6704518,2.63
4182310,3.52
2731546,2.97
5084656,3.43
4709667,2.87
1955173,3.26
3445555,2.81
9044876,3.3
8749932,2.75
5685003,3.26
6173169,2.69
2785774,3.28
2395319,2.44
6404893,3.23
5144953,2.65
5377306,2.91
8009346,3.43
8450259,3.14
4856766,3.4
7342427,3.28
7783711,2.99
5201532,2.44
4646556,2.66
1774690,2.85
5491363,3.02
4452591,3.24
4326061,3.03
7652796,2.41
5229722,3.36
5323632,2.86
9038568,3.25
8897131,3.06
1957532,2.81
7171803,3.14
9497882,2.13
4135913,2.19
5922011,3.14
4457112,2.83
5586621,2.83
9188956,3.19
8553350,3
1691891,3.12
2575031,2.97
4351193,2.94
6643908,3.34
3392524,2.49
7495928,2.88
4721689,2.91
3525146,3.13
3321169,3.31
1750572,3.17
6982970,3.54
8610090,2.99
1728809,2.52
5666554,3.18
1053119,3.1
5954903,2.18
5171455,2.76
4480641,2.99
7556328,3.08
3855533,3.1
2562153,3.22
3505222,2.63
7359997,3.23
2529369,2.8
5437489,3.04
6284247,2.83
8609336,2.99
8061562,2.87
4691144,2.77
6198183,2.74
2219726,3.32
5690909,2.79
9913115,3.13
5873924,2.94
4931527,2.75
6868686,3.4
7134558,2.66
5605751,2.22
2399444,2.71
5925533,2.83
5977421,2.5
6334860,3.24
6451756,2.6
5660773,2.3
1604886,2.59
1976821,3.07
3941640,2.99
9501195,2.91
7091862,3.12
6545616,3.16
9335936,3.15
8840089,2.8
9395523,3.02
2154904,2.87
9128297,2.9
9061665,2.73
9383640,2.77
2753835,2.8
5204444,3.19
7109345,3.25
5840001,2.35
9602927,2.28
2096074,3.06
2604799,2.47
3934357,2.51
9740145,2.92
5162990,2.57
1525717,2.85
1650214,2.65
8006696,3.11
3235813,2.71
6833418,3.34
1091372,3.19
2681357,3.39
9138564,3.34
6391561,2.59
7447988,3.09
9793949,3.02
3535691,3.13
1931429,3.02
2194874,2.72
8083335,3.28
1936439,2.26
6829326,2.54
3112083,3.26
8491818,3.16
5360583,2.93
9778297,3.3
1236965,2.8
1879328,2.56
8741385,2.96
8051328,3.15
6484092,2.89
6521861,3.33
6522768,2.88
5678456,2.37
5534606,3.25
1288890,2.58
4186533,2.95
9120648,3.45
6975242,3.09
2788520,3.14
5948352,2.44
7582011,2.59
3598264,2.1
7829307,2.86
6658284,3.16
2327594,2.78
4611189,3.14
9481263,3.05
8196249,3.12
9016880,2.29
6814653,2.27
8379070,3.58
1227447,2.08
1721065,3.21
8693493,3.18
9833028,2.66
6460387,2.89
1794143,2.21
9180656,3.02
2781472,2.92
4411657,3.39
7149052,3.08
8419080,2.6
6510153,3.14
2535110,3.23
2306974,3.13
4169926,3.28
4867556,2.64
3989050,3.39
7848604,2.95
8679913,2.7
1639639,2.42
2467908,2.58
6801424,2.88
9067381,2.69
7440937,3.32
3553693,2.99
8223054,2.48
7255227,3.24
1976842,2.68
8732841,2.66
6431362,2.88
5382592,2.5
8017749,2.82
5380250,2.87
3624889,2.95
7714875,2.63
9943840,3.29
7312355,2.83
5519442,3.14
7799717,2.76
7147268,2.69
4370114,3.1
8070423,3.35
4259806,2.41
9795500,2.6
7224156,3.01
2304224,3.15
3013491,2.12
2475946,3.3
7226611,2.78
6392913,2.76
1648404,2.26
2175470,2.62
4035878,2.25
8573839,2.55
6328283,2.45
7678039,2.97
6337674,2.82
9804450,2.74
8685516,2.89
3986691,3.32
7890245,2.88
8476861,2.9
7584991,3.1
1438847,2.91
3971595,3.02
7251824,3.18
3617789,2.73
6058731,2.91
4713301,2.45
9384557,2.9
6509878,2.97
3355414,3.36
6780366,3.19
4762162,2.38
9620899,2.25
7029815,2.88
6084694,3.2
1810772,3.48
6526881,3.23
9104812,2.6
3075602,2.47
7033303,2.93
5290075,2.58
3868902,2.73
7074667,2.83
8128728,2.66
1810339,2.64
7977623,3.37
6841325,2.84
8331488,2.89
5505967,3.25
6206235,2.02
8685700,2.8
1606614,2.79
7909743,2.76
6444125,3.13
3779049,2.76
7740436,2.31
7517329,2.9
6270641,3.03
4286672,3.01
2898218,2.77
9581694,2.44
1692602,2.9
5443538,2.78
2058451,3.27
2214570,2.91
2750025,2.92
7987773,2.45
3380064,2.63
3115548,2.68
5755826,3.12
3190937,3.18
1866511,2.6
6226937,3.12
8830030,3.3
3475471,2.44
7204073,3.09
3985058,2.92
7456330,2.62
1984147,2.27
6461118,2.47
7692920,3.02
2667153,3.17
7480055,3.32
9959500,3.22
9602965,2.7
2202037,3.08
9478583,2.82
1852385,3.3
2772561,2.76
6138360,3.58
9779010,2.93
2074165,3.63
7843910,3.11
6288855,2.37
9805588,2.85
5598189,2.95
4052413,2.6
2535864,2.63
1217800,3.07
8406444,2.88
3630928,3.65
6260652,2.65
9905725,3.1
8082783,3.23
4307440,3.08
1785135,2.91
5653476,3.19
7093278,3.11
6414422,2.91
6501198,2.7
9969563,3.03
8331331,2.06
7120809,2.87
6167666,2.75
7318948,3.2
1891421,3.26
6936256,3.19
6738642,3.64
9318771,2.87
7111322,3.05
1253428,2.92
7287283,3.27
7971577,2.63
9875036,3.22
8004820,2.48
5367507,3.3
3443049,3.23
7489898,3.62
5668368,2.37
6811597,2.94
9357398,2.47
5009033,2.66
5662115,2.66
6226498,3.01
3714239,2.2
6159921,3.1
3294692,2.58
4446268,3.23
2888816,1.97
1782897,2.81
6750923,3.4
3810128,2.74
6846360,2.76
4484403,3.05
7375793,2.79
8531129,2.84
7854457,3.39
3211712,3
7178592,3.05
3819961,2.82
5007333,2.86
3635611,2.91
1598528,2.72
3325632,2.3
6603202,2.9
3618634,3.01
9619181,3.1
1597211,2.66
8582679,3.33
3490750,3.2
1986763,3.02
7417274,2.94
3817750,2.59
2265268,2.78
8090565,2.91
1314893,2.5
9514308,3.09
7705490,3.03
6042526,2.87
2763871,2.81
2064875,3.33
1228524,3.2
3367025,3.24
6138675,3.2
6761779,2.52
4580463,2.48
4721211,3.01
5390549,3.32
4155893,3.08
8710036,2.95
3122172,2.89
1808105,2.78
8214170,2.46
9302088,2.7
5714656,2.73
7026451,2.54
7599815,3.35
7478112,3.08
9631202,3.03
2209593,3.1
7021421,2.69
6270620,3.33
6216254,3.48
5468588,3.18
3956765,3.26
2525579,2.93
1222980,2.93
4921741,3.04
1600770,2.64
1139266,2.43
3828408,2.82
3887653,2.56
6323364,2.71
5245328,2.85
3170927,2.89
6284373,2.64
7296847,3.35
8496665,2.89
9704246,3.18
1538221,3.22
9156077,2.33
5262990,3.34
8143850,3.19
5301730,2.49
5100321,2.69
7451222,2.72
5710054,2.61
7655577,2.98
6769410,3.09
6182914,2.98
5144000,2.96
7985621,3.21
8557019,3
1217663,3.11
7651110,2.46
5517373,2.73
5820479,3.06
2054086,3.01
3196096,2.44
9209065,3.2
3588185,3.27
1388563,2.42
1161586,3.23
3014153,3.07
9283142,3.24
4268101,3.09
5969494,2.95
9724411,3.24
7575036,3.05
5055530,2.66
7794151,2.27
4807425,3.19
6523886,3.31
5071913,2.82
1956275,3.46
2177248,3.23
5006084,2.94
2613849,3.4
7360438,2.74
9469629,2
2042895,2.68
7414808,2.09
6367720,2.57
5890986,2.72
4527884,2.76
4190104,3.1
5321840,2.87
2013155,3.15
7363992,1.9
4044400,3.45
4995226,3
6086644,3.05
3423480,3.01
8335491,2.88
7135995,2.6
7463051,2.14
8293795,2.56
1767241,2.46
2020192,2.89
3150201,2.66
3819767,2.98
2213424,2.32
1932016,2.76
6500659,2.66
6928674,2.96
5041697,3.11
2876672,3.06
2176236,3.14
4994221,3.26
9685604,2.95
7699391,3.11
5453231,2.62
3242522,3.56
7754201,2.83
7159817,3.04
9534829,2.58
5279638,2.12
8845249,2.68
5177161,2.94
8136250,2.93
2569358,3.21
3419959,2.4
8474989,2.97
5960196,3.21
9210114,2.88
6862598,2.88
6607032,2.94
4089644,2.95
8378368,2.86
9301001,2.74
8458726,3.19
7524016,2.81
5030236,2.51
1979696,2.72
6012519,3.23
1959956,2.85
9384739,2.53
8159112,2.95
2380364,2.63
6303571,3.22
2579436,3.37
2366524,3.37
1678042,3.28
3229973,3.29
8217093,3.13
4763640,3.07
4428748,3.1
4916873,2.99
7218758,3.29
5319361,3.38
3871809,2.96
9842611,3.35
4720993,2.52
8527929,2.76
5889734,3.15
6305012,3.18
5358103,2.5
2735970,3.07
4122836,2.79
9718366,2.83
4376490,3.54
8966472,2.77
6956145,1.95
7264197,3.4
8529668,3.18
8248555,3.12
3747127,3.23
6421379,2.67
1774224,3.01
3966383,2.87
3637594,3.05
8013179,2.53
7659250,2.97
4769281,3.36
8905649,2.99
4781126,2.63
2016425,3.03
4247259,2.97
6111724,2.55
9032637,3.14
2717776,2.76
1008615,3.21
2015235,2.74
7857434,2.89
5859391,3.15
1969588,3.1
4015314,2.93
1368070,3.19
9827843,3.41
3969340,3.12
2963080,2.93
6852513,3.18
9105214,3.1
2660341,3.26
4559541,3.13
6346991,3.06
8965613,3.05
1016553,3.02
7635350,3.04
1801269,2.66
6966383,2.81
6558218,3.36
5412627,3.22
1300858,3.3
2884800,2.89
3221084,2.87
8896911,2.39
2007870,2.82
6971752,3
2830908,3.04
9577745,3.21
3049846,3.24
9255341,3.3
1236259,3.35
9679941,2.58
7697018,2.38
5190519,2.22
6685798,2.89
1528531,3.11
2247921,2.81
9258306,3.15
6117045,3.24
2065050,2.65
7383161,3.43
9921747,3.06
1557248,2.92
8970987,2.96
7788112,2.86
4228964,3.13
2935364,3.34
9211393,3.22
3661912,2.94
1781841,2.68
7918104,2.22
9303070,3.07
1201259,3.03
2036588,2.87
8671096,2.64
9207312,3.01
3729385,2.91
6077058,2.87
9251899,2.51
4166368,3.07
2174750,3.48
6065893,3.32
4855984,3.21
8123724,2.88
6145367,3.22
6540271,3.28
3449749,2.62
2014909,2.85
7987692,2.44
7120039,2.84
3081830,3.34
4222607,2.57
3624665,3.21
7944896,2.98
5730190,2.58
8874212,3.47
3674304,3.29
1602941,2.95
4329887,3.19
3077472,2.86
1148383,2.95
6931464,3.16
9460386,3.38
9397578,3.31
5241877,3.22
1991179,3.05
5215321,2.23
6221217,1.85
9037738,2.99
7898357,2.86
6426399,3.02
6557551,3.44
8961585,3.05
1567429,2.34
6154390,2.76
7806846,3.17
9343434,3.11
5324866,2.92
7705035,3.17
2688838,2.95
2504056,3.06
6081475,2.99
1729526,3
7154614,3.42
7114812,3.21
5138795,2.65
8627009,2.69
6710210,2.71
1780692,3
9557187,2.89
6479670,3.4
2182289,2.74
4389175,3.19
7974334,2.67
9164741,3.04
7830152,2.88
7597286,2.6
9503594,2.54
5552061,2.77
8777036,2.82
2973717,3.36
5771565,2.73
4555808,3.11
2574709,2.9
9245238,2.86
1785998,3.18
7864662,2.89
2894599,3.04
1082563,3.04
3677535,2.8
5106815,3.03
8885953,2.64
4040809,2.77
2269258,2.72
5491268,2.61
2293451,3.27
5589982,3.05
7145151,2.59
8994804,2.84
7546248,3.16
1852851,2.83
8977669,3.4
4382206,2.81
7942368,2.74
2474521,2.77
7309489,2.76
2996094,3.04
2646823,2.4
5214236,2.99
1683558,3.2
5380444,2.61
1235884,2.69
2573901,2.74
1400747,2.25
2800896,2.23
3310446,3.02
9224838,3.29
5937128,3.14
9618753,3.05
3371722,2.88
2879732,2.73
2930025,2.81
3554846,2.5
6990284,2.77
6347654,1.93
2733978,2.42
3250901,3.16
7511242,2.72
5949778,3.28
5884624,3.25
9651858,3.49
2390192,2.72
7546230,2.5
4875161,2.51
4961407,3.11
9853849,2.73
4287059,2.59
4126619,3.03
7269289,3.38
8375528,2.28
4505494,2.97
1379880,3.29
9430435,3.06
4670909,2.86
5218347,2.77
3044732,2.66
9589350,3.42
2485735,2.79
2168277,2.8
5846938,2.63
1384746,2.71
4779799,2.63
8383367,2.88
3956062,2.5
6545595,3.01
7859964,2.79
7503050,2.36
8425093,3.44
6117730,2.77
6720849,2.94
1978409,2.91
2462645,2.9
2068889,3.05
3288199,2.94
4001052,2.78
5570530,2.61
4366251,2.99
1204960,2.78
9780017,2.46
6725496,3.11
6329605,2.69
4542720,3.05
4500888,2.94
1763022,2.36
3282334,2.81
7814450,2.46
4276394,2.83
6953027,3.1
5286276,3.12
8918863,3.25
1608219,2.77
1769557,2.82
5368111,3.02
1247159,3.31
3015519,2.84
8975837,2.48
8667550,2.94
6184402,2.73
2583885,3.09
7114527,2.86
4552997,1.92
5990869,3.04
1700709,2.22
6675078,3.29
8989184,2.95
3791898,2.51
4590097,3.05
2714387,2.64
6540398,2.68
9354025,3.14
5866850,2.42
1114712,2.86
9575070,3.29
4993914,3.54
7376045,3.15
6433429,3.64
9843641,3.08
4616365,2.71
1689816,2.97
7948433,3.01
8630140,3.11
4547420,2.32
5433149,2.73
4177377,2.66
3376233,2.86
3051513,3.11
3677162,2.93
5769458,2.51
3547151,3.17
6112003,3.23
4782785,2.93
4469291,2.89
9523238,2.71
8312947,3.38
6775026,3.27
1543353,2.34
9897301,3.2
6942111,3.02
2412552,2.69
7319467,2.46
2873055,2.71
1340874,3
3437958,3.04
5562317,3.32
6122138,3.09
4530780,2.73
5401572,3.41
9571828,3.04
6578420,2.97
9065973,3.09
3557176,2.71
1158972,2.98
5780016,2.93
4975958,3.07
3556288,3.15
7342233,2.99
2475909,3.18
7466001,3.34
3813186,3.3
6210852,3.34
8910403,3.23
4274358,3.14
6395712,2.97
7626501,3.19
1429602,2.83
4287353,2.43
9130348,2.5
4289616,3.42
1784873,2.84
4920423,3.11
8250378,3.37
8382200,2.65
9077107,3.04
5687464,3.16
4209119,2.92
5852376,3.68
7187762,3.11
3259853,2.84
5671057,3.03
8561177,3.05
8688172,3.36
7708637,2.81
9191049,2.97
4852642,2.54
7513902,2.57
5205107,2.86
1823156,2.71
4627032,2.6
1025676,2.92
8586316,2.86
9069926,2.69
6247705,2.79
5798289,3.06
2659916,2.72
8435565,3.32
1632534,2.5
7887063,3.41
4453583,2.93
5247531,2.99
4786140,2.66
2074642,3.05
6652292,3
7135959,3.29
5677814,2.72
4803707,2.68
2890432,3.16
7180764,2.87
1399000,3.13
1821713,2.8
9565443,2.8
4772752,2.8
3540221,2.78
6627584,3
2221511,3.03
2743072,2.92
5515318,2.52
6731754,2.99
9740680,3.01
1636735,3.06
7066581,3.31
7357660,2.94
9406309,3.32
4724053,3.16
6477612,2.53
4809220,2.78
9654831,3.07
3578996,3.38
2475253,3.06
4498410,3.11
8401981,3.03
3763590,3.28
7112831,3.38
1076563,3.61
1355793,3.31
4770449,3.17
1528148,3.28
7409174,3.07
6556443,3.21
1286737,3.38
3521783,2.91
2766107,3.48
6374787,3.16
5038086,2.9
2755639,3.05
6478285,3.4
3463919,2.76
8602377,3.34
5574902,2.52
3235608,2.53
3830101,3.26
1934101,3.15
2081354,2.92
5759014,2.88
8165533,3.24
5194824,2.65
3817506,3.21
8449275,2.95
5492852,3.53
2051953,2.69
4647759,3.29
8159444,2.88
6542683,2.31
9084252,2.78
2111844,2.26
4203720,3.29
2140622,2.37
1930529,2.93
1642219,3.1
8025063,3.15
7017180,3.17
2356511,2.73
8480685,3.15
6677155,2.98
2299849,3.33
7823082,3.25
5127237,2.06
7574707,2.94
6961418,3.37
9903677,3.12
6972669,2.62
2507123,2.33
8804548,2.26
6955841,2.97
1786516,2.27
8620805,3.18
9823516,3.08
6367574,2.67
8420651,2.71
7889999,3.11
3727526,3.5
2773598,2.48
4499500,3.23
8634172,2.87
3580058,2.56
7447150,2.8
6047664,3.04
4265840,1.95
3989942,3.51
2702962,3.32
6721145,3
6931218,3.19
3365190,3.06
3345038,3.07
9140938,3.41
4222958,2.92
7219893,3.07
1003673,2.38
3474100,2.83
1015012,3.15
9133567,3.12
3507032,2.94
3595520,3.12
6136293,3.2
6173154,3.22
4021648,2.29
2790323,2.87
1808530,3.08
4379759,2.41
8169971,3.23
3049011,3.26
8825729,3.19
6212136,3.32
4204303,3.08
4602038,2.53
2551725,3.29
3690662,2.91
4111110,3.18
7741854,3.1
9836994,2.67
5446780,2.9
4595712,3.27
5339871,3.08
3506595,3.31
2227056,2.82
9588691,2.84
4918197,2.98
9081481,2.82
7670267,2.81
2737249,2.43
2302966,3.13
9337776,3.15
5671012,2.51
2619001,2.67
1202562,2.99
7174492,2.95
9764527,3.09
8269703,3.25
8508790,3.34
4235188,2.67
9754008,3.36
6325840,2.1
6136162,3.37
7210915,3.24
7759061,2.84
5668317,3.3
4484760,2.61
9578810,3.11
9674624,3.19
3125216,2.8
1055742,2.48
7509188,3.1
1928611,2.66
3550615,2.28
5863204,2.29
2298484,2.87
9932285,3.12
2153908,3.17
6243114,2.96
4466034,3.18
3893630,2.97
1973393,3.17
4806004,2.73
8875392,2.85
9527525,3.3
6398609,2.72
2835518,2.58
5843683,3.03
9472145,3.13
4182958,2.91
7375630,2.99
7664108,3.05
2268560,3.03
3204098,2.76
7626726,3.29
7931241,2.47
3292547,2.27
2923186,3.14
5926939,3.22
9300954,2.92
1216044,2.98
1447702,3.37
3090713,2.85
7442735,3.1
9777883,3.22
3002265,3.42
6981047,1.89
6718000,2.32
1744124,2.57
7066558,2.84
4014727,2.46
9251940,2.63
1430908,3.3
4497669,2.82
4591193,2.59
2410097,3.4
7409782,3.06
9064024,3.28
6268741,2.81
7531314,2.46
4199670,3.12
2195205,2.97
9102869,3.29
7055066,2.47
9127985,3.1
5822603,2.79
8063051,3.05
8743793,3.14
7435698,2.33
6517957,3.24
4768428,2.95
3230889,3.15
1029782,2.93
6728465,2.85
3395183,3.23
2057917,2.99
8217312,2.91
9265150,2.79
4738163,3
4105393,2.51
6095827,2.6
7812952,2.8
2665752,2.77
9472266,3.16
1531666,3.39
1857350,2.7
4878477,2.88
3962156,2.98
6952732,3.09
5861509,2.54
1432262,1.73
7359768,2.96
9612083,3.22
9608780,2.92
4093907,3.01
9130414,3.15
2092275,2.89
9324469,2.78
2917427,3.41
8351969,3.23
8086378,3.1
4740132,2.93
7650320,2.78
3750891,2.99
5130485,3.01
1719528,3.18
3957095,3.14
5951818,2.74
1440883,2.88
2504338,3.01
4041087,2.97
3456279,2.52
6682926,3.07
5738312,3.29
7608742,2.22
3700491,2.04
7972736,2.9
9594722,2.8
8887055,2.79
5726847,2.89
4944576,3.05
8441470,2.74
1362831,2.89
7350544,3.01
7568597,2.58
5471001,3.21
4540016,3
3048342,2.73
2053454,3.06
2497509,3.16
6373748,2.73
7959992,3.02
2525532,3.3
7977188,3.01
7082277,2.85
2760807,2.95
4874905,3.26
1059640,2.47
5736706,3.18
8415048,3.05
9888844,3.06
7931334,2.82
2207563,2.88
1701801,2.44
3627005,3.33
1643282,3.17
9893966,2.83
9257959,2.29
5173765,2.25
2290563,3.31
3581409,3.05
6068584,2.7
7193335,2.55
9611595,3.13
7429643,2.76
2348767,3.25
8486132,2.81
5932933,2.68
8659914,3.12
7232283,3.12
7254649,3.15
2550591,2.67
8888282,2.95
4734168,2.78
9344675,2.29
6213263,2.6
6988426,3.21
3563173,2.61
9276214,3.13
6790316,3.08
6351997,3.28
9083479,3.29
3261314,3.3
8985394,3.24
6250146,2.97
7117689,2.2
9132435,3.03
9853087,3.03
9866219,2.77
4749058,2.78
4217979,2.5
8858622,2.96
8431397,2.99
9236026,2.9
8064080,2.78
6012577,3.12
9977174,2.51
1654055,2.97
1264193,2.96
9480451,2.58
3664223,2.47
6145437,2.39
7738031,3.03
3471123,2.77
4989458,2.97
7222357,3.54
8777801,3.26
5380314,3.25
2616992,3.06
4579608,2.79
6984126,3.37
6973566,2.61
9354173,3.31
5260322,3.11
1394828,2.6
7536646,2.75
5040566,3
1514506,3.42
9076702,3.35
5630439,3.31
2300356,3.66
7404073,3.06
1120919,2.64
5572612,2.86
6287568,3.25
7276520,2.3
4793058,2.77
2285979,3.01
8239448,3.35
2396825,2.89
7665560,2.64
4765086,2.7
8457856,2.72
8946145,3.05
2785720,2.54
5555152,2.44
2444087,2.51
6687960,3.05
2480693,3.01
6156149,2.89
6609315,2.99
4205926,2.93
7354365,2.88
7624665,2.7
9876281,2.51
7762423,3.14
6350082,3.09
2819751,2.84
6260309,3.14
5382641,2.44
6611585,3.49
3988202,3.03
4327090,3.41
1885376,2.68
4027459,3.14
4614040,3.07
6979210,2.68
4047524,2.92
7660751,2.98
2250658,2.87
1912723,3.36
9582686,3.41
5971579,2.35
5509298,3.14
7543333,2.85
6194616,3.21
5945322,2.32
9938552,2.63
4671302,2.72
6392884,2.29
8090177,3.4
7899234,2.54
3765523,2.4
5325415,3.19
8282205,3.35
5482583,2.87
3721076,2.94
7111741,2.4
4633999,2.73
5271119,3.17
5986609,3.58
4481959,3.22
5935844,3.16
8017400,3.06
9460368,2.83
1688946,3.12
3925256,2.55
1409356,2.97
7712407,2.27
4573661,3.09
4484556,2.46
3451011,2.99
2825147,3.05
5452360,2.76
6222643,3.13
4211120,2.45
7765220,3.3
2028290,2.89
4665354,2.83
1929698,3.04
6789726,3.22
7813690,3.07
3322384,2.53
8972069,3.33
3485419,2.87
2337552,2.79
4216569,2.6
6900774,3.06
6356079,3.15
4359690,2.82
2616845,2.26
1759941,3.09
3835790,2.88
9823522,2.25
7820528,3.15
8599714,3.26
5462068,3.05
9165999,2.8
2712769,2.99
4115914,2.78
9301694,2.9
3597905,3.17
9729076,2.4
3425676,3.11
4009230,3.28
6901187,3.24
3258847,2.77
8369626,3.09
4559652,2.97
7696921,2.6
7011773,2.29
2295234,3.24
9775531,3.1
8326367,2.93
3532159,2.91
5367503,2.63
1788540,3.33
9964226,3.07
1900543,3.14
9041326,2.8
6582917,2.99
8334464,2.12
2880835,3.23
9947354,2.73
9042262,3.11
9064759,2.28
5229950,2.84
7430176,2.69
5049339,2.91
7503945,3.06
2813126,2.75
4056314,3.12
4638212,3.29
6026435,3.14
1944315,3.27
2984780,2.68
7805846,2.57
4361343,3.21
4303459,3.34
5102959,2.96
3807700,2.49
8313313,2.6
6274506,2.97
9225302,2.69
3058512,2.49
9923089,2.93
2847412,2.42
7732072,2.26
6044497,2.46
9871453,2.78
8818398,3
9552765,3.21
4766778,2.91
1195322,2.88
5014260,2.89
9384733,3.16
7471599,2.96
8158861,2.88
5217040,2.73
9644436,2.63
5737191,2.98
4090882,3.46
7972750,2.66
6830669,2.75
9281775,2.83
9659310,3.08
9149794,2.92
9909740,2.87
6196548,3.38
4841918,2.78
9768659,3.2
6251529,3.35
8503031,3.3
6292394,3.12
6652141,3
3227777,2.79
5414852,2.77
3602102,3.42
4015075,2.46
6078896,2.72
9065828,3.38
7677973,3.25
3837173,3.08
6461279,2.39
8071030,2.66
6021915,3
5651094,2.97
2197671,3.17
4526905,3.53
6520726,2.76
4067822,3.03
8455051,2.92
7754883,3.09
4557443,3.16
3924288,3.34
9652938,3.02
8745615,2.27
9358741,2.79
2260273,2.75
2129246,2.02
4505085,3.37
6306683,2.41
4677540,3.04
6138430,3.47
