StudentID,Major,State,EFC,Year,FirstGen
4339829,Civil Engineering,Ohio,31073,3rd,0
3401868,Veterinary Medicine,Missouri,8114,2nd,0
1199950,Information Technology,Oklahoma,16179,1st,1
3034865,Fine Arts,Pennsylvania,0,2nd,1
6147099,Dentistry,Missouri,30206,4th+,1
4153866,Agriculture,Missouri,18552,4th+,1
7374813,Graphic Design,Arkansas,0,3rd,1
1204396,Philosophy,Iowa,855,1st,1
8813329,English,Connecticut,27849,2nd,0
2466400,Geography,North Dakota,1681,2nd,1
8298461,Zoology,Illinois,9160,2nd,0
1531433,Pharmacy,Florida,20526,2nd,0
5064925,Aerospace Engineering,Connecticut,26170,2nd,1
8975053,Kinesiology,Missouri,0,1st,0
1845860,Accounting,Connecticut,11537,3rd,0
8932079,Marketing,North Dakota,18970,1st,0
5164221,Software Engineering,Oregon,9491,3rd,0
4618944,Agriculture,Iowa,0,4th+,1
5745565,Mathematics,Mississippi,10280,2nd,0
9767691,Economics,New Mexico,0,2nd,1
4754945,Software Engineering,New Mexico,21260,3rd,0
7170853,Forestry,Minnesota,21720,4th+,1
9508761,Computer Engineering,Missouri,2936,3rd,0
1501528,Chemistry,Wisconsin,7860,1st,0
3155329,Law,Texas,22091,2nd,0
4990616,Accounting,North Dakota,19448,2nd,1
5657948,Geology,Missouri,37599,2nd,0
7324223,Law,Georgia,30425,3rd,0
1907014,Agriculture,North Dakota,0,1st,1
9358128,Biochemistry,South Dakota,13011,4th+,0
2486274,Accounting,Wisconsin,0,2nd,1
5415118,Education,Louisiana,0,2nd,1
7069244,Biochemistry,South Carolina,28940,3rd,0
3280075,Graphic Design,Virginia,15155,4th+,0
5791551,Political Science,Illinois,5047,1st,0
8885573,Communication,North Carolina,33825,2nd,0
5994548,Religious Studies,Ohio,3518,2nd,1
8471963,Sociology,Virginia,21183,3rd,1
6669531,Education,Texas,20168,3rd,1
2865293,Art History,Idaho,12657,2nd,0
8467113,Nutrition,Kansas,12948,4th+,1
6573035,Dance,Oklahoma,17367,4th+,0
5154991,Business Administration,Connecticut,31808,1st,0
6069256,Health Science,Nebraska,0,3rd,1
6408910,Sociology,South Dakota,11957,1st,0
7641741,Statistics,Indiana,2875,4th+,0
4652026,Statistics,Minnesota,9776,2nd,0
3610996,Marketing,South Carolina,32661,4th+,0
3990149,Mathematics,Michigan,17881,1st,0
8989269,Environmental Science,Indiana,4722,3rd,1
7103093,Graphic Design,Nevada,2578,1st,1
7546850,Fine Arts,Delaware,0,4th+,1
9250129,Forestry,New Jersey,12030,3rd,0
1987765,Education,Wisconsin,34225,1st,0
6096371,Geology,Indiana,6300,4th+,0
8415135,Law,Wisconsin,22330,3rd,0
9111135,Accounting,West Virginia,0,3rd,0
3931026,Medicine,Nevada,0,3rd,1
6812271,Dance,Georgia,0,2nd,1
9828391,Nursing,Missouri,12029,3rd,0
1565814,Industrial Engineering,Maine,9391,4th+,0
8409026,Electrical Engineering,Alabama,1758,3rd,0
9482782,Economics,Kansas,1561,4th+,0
6356928,Physics,Ohio,0,1st,1
3369330,Philosophy,South Dakota,0,3rd,1
5131404,Forestry,Nebraska,0,1st,1
7380549,Zoology,Kansas,8846,3rd,0
5136063,Statistics,New Mexico,27591,4th+,0
7685537,Pharmacy,Missouri,9385,2nd,1
4148125,Chemistry,North Dakota,5690,2nd,0
1903320,Mechanical Engineering,Oregon,24237,3rd,0
3499700,Civil Engineering,Indiana,13931,4th+,0
5663235,Creative Writing,Pennsylvania,30170,3rd,0
5061148,Nursing,Ohio,34492,3rd,0
1816423,Marketing,North Dakota,0,4th+,1
2070684,Computer Engineering,Iowa,0,1st,1
8739328,Political Science,Ohio,73,3rd,0
3078214,Industrial Engineering,Minnesota,7317,4th+,0
6558602,Nursing,North Dakota,22368,4th+,0
4157539,Anthropology,Oregon,24426,2nd,0
9280435,Music,Missouri,28800,2nd,0
7953312,Criminal Justice,Ohio,0,4th+,1
7022741,Music,Kentucky,18018,1st,0
2597892,History,South Dakota,22032,1st,0
3394503,Art History,Indiana,9934,3rd,0
7115669,Medicine,New York,4758,2nd,0
6629562,Information Technology,Ohio,0,4th+,1
1562058,History,Massachusetts,12037,1st,0
5908343,Religious Studies,Delaware,6519,4th+,0
4388550,Veterinary Medicine,Missouri,4716,2nd,1
9380089,Economics,Kentucky,13210,2nd,0
3868160,Civil Engineering,Minnesota,15586,4th+,0
5442100,Fine Arts,Illinois,12182,1st,0
2884567,Fine Arts,North Dakota,602,4th+,1
3676020,Social Work,Oregon,28866,1st,0
9186434,Criminal Justice,Arizona,25814,3rd,0
3207733,Journalism,Tennessee,40175,3rd,0
9516083,Pharmacy,South Dakota,16201,2nd,0
4289084,Graphic Design,Minnesota,23924,1st,0
3641892,Computer Science,Utah,12788,3rd,0
6704898,Geography,South Dakota,26376,4th+,0
1351694,Chemistry,Illinois,13424,3rd,0
8287955,Computer Science,Oregon,19954,4th+,0
4809105,Education,Colorado,26913,1st,1
3853149,Biology,Minnesota,0,1st,0
2959113,Economics,North Dakota,25491,3rd,0
7842708,Industrial Engineering,Ohio,19509,3rd,0
4565427,Music,Missouri,12405,4th+,1
4370405,Computer Engineering,Ohio,14809,3rd,0
7142725,Education,Michigan,23440,3rd,0
8971847,Religious Studies,Mississippi,0,1st,1
6149896,Accounting,South Dakota,2470,4th+,0
1946291,Physics,North Carolina,5969,4th+,1
5351804,Law,Indiana,12322,3rd,0
3419173,Theater Arts,Texas,9800,3rd,1
5429778,Computer Engineering,Ohio,4738,4th+,0
6834270,Fine Arts,Ohio,14727,3rd,0
6089234,Music,Pennsylvania,0,4th+,1
2412612,Geology,Wisconsin,30427,2nd,1
4698096,Hospitality Management,Louisiana,23320,4th+,0
8141603,History,Michigan,8554,2nd,0
9186008,Economics,Illinois,3914,4th+,1
7976097,Health Science,Michigan,26132,4th+,0
7654680,Marketing,Louisiana,14057,3rd,0
1477958,Theater Arts,Indiana,7990,4th+,0
6473643,Mathematics,Vermont,19825,3rd,1
5354452,Nursing,Indiana,28686,4th+,1
7019105,Religious Studies,Vermont,0,2nd,0
3309022,English,Kansas,5071,4th+,0
2265001,Aerospace Engineering,Utah,5858,3rd,0
9221711,Computer Engineering,Illinois,17604,2nd,0
4635139,Civil Engineering,Nebraska,0,2nd,1
7518204,Art History,Minnesota,0,2nd,0
7571267,Veterinary Medicine,West Virginia,0,3rd,1
6123397,Statistics,Nebraska,12892,1st,0
7658496,Sociology,Arkansas,22822,4th+,0
4553981,Nutrition,Wisconsin,11324,4th+,0
7252133,Fine Arts,Louisiana,13485,3rd,0
3075978,Civil Engineering,South Dakota,0,2nd,1
8419928,Pharmacy,Minnesota,2760,4th+,0
2283750,Sociology,North Carolina,0,3rd,1
8983252,Psychology,Ohio,15793,4th+,0
2940415,Computer Engineering,Missouri,16356,4th+,0
7245273,Psychology,Mississippi,27636,3rd,0
4155841,Theater Arts,Maine,15518,1st,0
9248826,Creative Writing,California,0,4th+,1
6884173,Forestry,Arizona,0,3rd,0
4166278,Aerospace Engineering,Wisconsin,0,3rd,1
6478895,Religious Studies,Minnesota,20142,4th+,1
6863141,Music,South Dakota,0,4th+,0
5063641,Information Technology,Ohio,15050,1st,0
2094474,Medicine,Indiana,21935,2nd,0
1059501,Dance,Nebraska,0,1st,1
9407567,Aerospace Engineering,Indiana,26579,4th+,0
7981618,Theater Arts,Georgia,0,4th+,1
2931914,Journalism,Minnesota,22210,3rd,0
6960059,Criminal Justice,Minnesota,38833,3rd,0
8332566,Philosophy,Indiana,4694,1st,0
3039295,Graphic Design,Indiana,30008,2nd,0
2954142,Computer Science,Missouri,17345,3rd,0
9793416,Sociology,Illinois,1330,1st,1
4876800,Creative Writing,Kansas,10448,2nd,1
9047704,Economics,Michigan,21800,4th+,0
8644052,Dentistry,Washington,25161,3rd,0
9623226,Nursing,Pennsylvania,26540,4th+,0
1610134,Music,South Dakota,19132,4th+,0
4513816,Statistics,Mississippi,9196,4th+,0
2846180,Health Science,Wisconsin,28278,1st,0
8790311,Law,Minnesota,0,1st,1
4313147,Nursing,Minnesota,0,2nd,0
6933817,Forestry,Ohio,26989,1st,0
1341860,Pharmacy,Michigan,0,1st,0
1122134,Industrial Engineering,New Mexico,3333,1st,0
3316116,Theater Arts,Georgia,19210,3rd,0
5906556,Art History,South Carolina,10940,1st,0
3861290,Education,New Mexico,21620,3rd,0
2729866,Architecture,Vermont,15210,3rd,0
1788938,Law,Missouri,3054,4th+,0
1377025,Chemical Engineering,New Hampshire,14914,1st,0
3412600,Dentistry,Maine,35712,3rd,0
2516946,Education,Colorado,8260,4th+,1
6764097,Music,Minnesota,15288,4th+,0
6072954,Computer Science,Indiana,19770,3rd,0
7737943,Fine Arts,Michigan,35821,1st,1
9476001,Graphic Design,North Carolina,0,3rd,1
7506285,Chemistry,Nebraska,0,4th+,1
2822386,Art History,Indiana,20396,4th+,1
8073321,Art History,Utah,28913,3rd,0
4617320,Classics,South Dakota,30344,1st,0
8150805,Political Science,Ohio,0,1st,1
1104590,Fine Arts,Wisconsin,14360,3rd,0
6638683,Philosophy,Nevada,0,2nd,0
9698857,Psychology,Texas,5064,2nd,1
4756637,Veterinary Medicine,Ohio,25694,1st,0
7446187,Economics,Kansas,9668,4th+,0
3739014,Dance,Arizona,3780,2nd,0
5907696,Theater Arts,Ohio,6672,4th+,0
8022494,Anthropology,Indiana,4803,2nd,0
1007321,Health Science,Mississippi,0,3rd,1
3081452,Art History,North Carolina,0,3rd,1
6004974,Criminal Justice,Indiana,0,2nd,1
6370010,Communication,Missouri,22491,4th+,1
5614995,Zoology,Indiana,30994,2nd,0
8035260,Mathematics,Iowa,28495,3rd,1
6533905,Philosophy,North Dakota,14789,4th+,1
6938120,Computer Science,Iowa,0,1st,1
3010534,Biology,Vermont,29463,3rd,0
5405556,Information Technology,Arizona,21726,1st,0
4368591,Environmental Science,Iowa,19740,1st,0
6364583,Anthropology,South Dakota,0,1st,1
9019461,Marketing,Iowa,14288,2nd,0
2242494,Veterinary Medicine,Oregon,15907,1st,0
8641640,Economics,California,0,3rd,1
8703628,Education,Connecticut,0,2nd,1
8007235,Computer Engineering,South Dakota,14673,4th+,0
7823578,Aerospace Engineering,Kansas,22420,2nd,0
9908918,Graphic Design,Texas,26127,3rd,0
1386722,Biology,Illinois,33239,3rd,1
1928246,Industrial Engineering,South Dakota,23914,3rd,0
4198090,Agriculture,North Dakota,0,2nd,1
4036734,Geography,North Dakota,6006,3rd,0
1029546,Computer Science,Michigan,21498,1st,0
4456428,History,Colorado,27839,2nd,0
6365095,Pharmacy,Iowa,23047,4th+,0
1889193,Chemical Engineering,Oregon,0,2nd,1
2528774,Theater Arts,Delaware,31000,1st,0
1862955,Art History,Indiana,0,2nd,1
5130777,Geology,North Dakota,0,3rd,1
8600588,Geology,Mississippi,19842,4th+,0
2621231,Civil Engineering,Wisconsin,10054,1st,0
5052862,Electrical Engineering,South Dakota,24345,3rd,0
8395914,Fine Arts,Nebraska,8678,1st,0
2652595,Health Science,Utah,21256,2nd,0
7959847,Fine Arts,Nebraska,0,1st,1
3917423,Law,Oregon,17376,1st,0
6515836,Law,Indiana,19504,1st,1
5674128,Nursing,Minnesota,20408,3rd,0
9727683,Health Science,Tennessee,0,2nd,1
4717783,Information Technology,North Dakota,9216,3rd,0
5209236,Veterinary Medicine,Indiana,0,1st,0
3833412,Environmental Science,South Dakota,5569,1st,0
9680824,Religious Studies,Missouri,9844,2nd,1
8052937,Accounting,New Hampshire,0,1st,1
5720346,Art History,Missouri,41058,1st,0
8364872,Electrical Engineering,Kansas,16949,1st,1
4729691,Civil Engineering,Indiana,11079,2nd,0
9468774,Geography,Kentucky,27098,1st,0
6834893,Biochemistry,Minnesota,11030,4th+,0
6497005,Nutrition,South Dakota,428,1st,0
6231450,Architecture,Virginia,20701,2nd,0
7390074,Anthropology,Idaho,20570,4th+,0
9094507,Education,Maine,10440,1st,0
5510736,Mathematics,Maryland,22068,3rd,0
2796622,Psychology,Maine,12021,4th+,0
2743162,Veterinary Medicine,Minnesota,5987,3rd,0
3795348,Journalism,Iowa,0,4th+,1
5922288,Geography,South Dakota,0,3rd,1
5008651,Religious Studies,Ohio,15890,3rd,0
7582916,Chemistry,Indiana,15773,4th+,0
7861799,Industrial Engineering,Missouri,10498,2nd,0
4918820,Computer Engineering,South Carolina,19642,2nd,0
5633879,History,Colorado,0,4th+,1
7955706,Law,Ohio,7115,4th+,1
7134136,Sociology,Missouri,4462,2nd,0
1953311,Law,Nebraska,38773,3rd,0
9996369,Biochemistry,Ohio,20085,4th+,0
4809679,Communication,Wisconsin,30640,1st,0
6214783,Civil Engineering,Idaho,0,1st,1
7496982,Accounting,Michigan,11697,1st,0
3957045,Art History,Michigan,20453,1st,1
7341467,Medicine,Kansas,24390,1st,0
3115504,Industrial Engineering,Minnesota,20027,1st,0
4951015,Fine Arts,New Mexico,14825,4th+,0
7078135,Physics,Louisiana,21299,4th+,0
1798065,Pharmacy,Georgia,27161,4th+,0
8690320,Journalism,Kentucky,0,2nd,1
2751420,Graphic Design,Virginia,29612,1st,0
4420559,Theater Arts,Delaware,5528,4th+,0
9858155,Pharmacy,Oklahoma,27367,3rd,0
1510564,Economics,New Hampshire,21718,3rd,1
8517182,Aerospace Engineering,Vermont,28632,2nd,0
5124152,Pharmacy,Kansas,11915,4th+,0
9719482,Nursing,Missouri,0,4th+,1
7520516,Art History,Missouri,8683,1st,1
4030315,Biology,Minnesota,2710,3rd,0
5804091,Industrial Engineering,Michigan,6215,4th+,0
6212903,Graphic Design,South Dakota,0,4th+,1
8686573,Music,Kansas,23097,1st,0
2321581,Kinesiology,Pennsylvania,0,4th+,1
5559549,Aerospace Engineering,Delaware,10999,3rd,0
3000622,Political Science,Colorado,14530,3rd,0
7824082,Dentistry,Utah,12141,3rd,1
6062823,Business Administration,Kansas,0,4th+,1
2994960,Chemistry,Kansas,0,3rd,1
2205316,Business Administration,Nevada,16632,2nd,0
5149580,Hospitality Management,Michigan,19403,3rd,1
7809600,Theater Arts,South Dakota,0,4th+,0
9772252,Veterinary Medicine,Illinois,0,3rd,1
3195903,Software Engineering,Wisconsin,26271,1st,1
4193271,Software Engineering,Missouri,10235,1st,0
2876685,Information Technology,Indiana,25322,1st,0
8597519,Criminal Justice,New York,0,3rd,0
7812784,Journalism,Indiana,18219,1st,1
6591150,Software Engineering,Maine,21812,3rd,0
4162596,Philosophy,North Dakota,11238,1st,0
1132354,Mathematics,Minnesota,6733,3rd,0
4077987,Dentistry,Vermont,6675,1st,1
8583788,Chemistry,Nebraska,0,2nd,1
9554627,Theater Arts,Oklahoma,12109,2nd,1
6708301,Information Technology,Washington,15452,2nd,0
1532500,Kinesiology,Pennsylvania,4599,2nd,0
1092857,Agriculture,North Dakota,14169,3rd,0
4991234,Civil Engineering,Mississippi,0,1st,1
1463013,Economics,Missouri,16578,1st,1
7196630,Mathematics,Nebraska,0,2nd,1
4662205,Economics,Georgia,0,3rd,1
9974546,Environmental Science,Maryland,18963,1st,0
4988154,History,West Virginia,24532,2nd,0
6465986,Zoology,Ohio,9382,1st,1
9355859,Geology,Wisconsin,26049,3rd,0
4587653,Dentistry,Idaho,10750,1st,1
9919355,Sociology,Kentucky,8217,3rd,0
3236212,Law,Indiana,19157,2nd,1
2976101,Pharmacy,Mississippi,0,1st,1
5784987,Electrical Engineering,New York,3541,3rd,0
1721957,Education,Wisconsin,0,4th+,1
1640061,Computer Engineering,Georgia,22295,3rd,0
5845870,Criminal Justice,Kansas,22273,1st,0
3074729,Sociology,Ohio,18144,1st,0
2041410,Mechanical Engineering,Tennessee,20205,1st,0
9631197,Chemical Engineering,Ohio,0,1st,0
2490008,Chemical Engineering,Georgia,0,2nd,1
8916059,Dentistry,Utah,0,3rd,1
8551277,Pharmacy,New York,14771,3rd,0
9774871,Graphic Design,Nevada,33512,1st,1
7148765,Music,Georgia,29583,1st,1
2195112,Social Work,South Dakota,12223,3rd,0
4202673,Industrial Engineering,Alabama,25514,2nd,0
4662011,Art History,South Dakota,5387,1st,0
7859578,Sociology,Iowa,0,4th+,1
3180011,Computer Engineering,Iowa,4119,4th+,1
9858256,Education,Iowa,14893,3rd,0
3658893,Computer Engineering,Washington,29748,2nd,0
4134420,Mechanical Engineering,Illinois,26448,1st,0
5543352,Veterinary Medicine,California,10656,1st,0
1886669,Religious Studies,Wisconsin,0,1st,1
7135406,Environmental Science,Illinois,0,2nd,1
2133802,Philosophy,Wisconsin,25940,3rd,0
9920467,Religious Studies,Texas,10044,2nd,0
6153031,Communication,Wisconsin,29177,1st,1
5483612,Nutrition,Michigan,16500,1st,1
7435498,Software Engineering,Minnesota,0,4th+,0
9182105,English,Michigan,21661,2nd,1
5220242,Mechanical Engineering,Iowa,8034,1st,1
6984610,Civil Engineering,Iowa,18514,3rd,0
5648738,Creative Writing,Ohio,18157,4th+,0
7130786,Mathematics,Idaho,22587,1st,0
7936131,Sociology,Nevada,0,2nd,1
4871078,Mathematics,Ohio,13205,1st,1
4690338,Economics,New Jersey,0,4th+,1
3578910,Architecture,Missouri,247,1st,1
8295267,History,Delaware,1281,1st,1
1023415,Sociology,New Mexico,0,3rd,1
8837686,Dentistry,Kansas,26983,1st,0
2435768,Software Engineering,Missouri,27557,2nd,0
5152488,Philosophy,Maryland,2002,4th+,0
7920097,Marketing,Indiana,6994,3rd,0
2045818,Kinesiology,Alabama,22829,2nd,1
7966386,Architecture,Indiana,30772,3rd,0
4587569,Geology,West Virginia,13079,1st,0
9017028,Veterinary Medicine,Michigan,21899,4th+,1
8475903,Zoology,Kansas,15169,2nd,0
8246725,Physics,Missouri,0,1st,1
5693532,Architecture,Maryland,0,3rd,1
9021395,Computer Engineering,Delaware,8906,2nd,0
6352866,Environmental Science,Alabama,0,4th+,1
4321785,History,Michigan,18807,2nd,1
8205709,Environmental Science,Indiana,22371,2nd,0
7955287,Sociology,North Carolina,12939,4th+,0
8375553,Biology,Nebraska,7862,2nd,0
5647703,Creative Writing,Florida,0,3rd,1
9005488,Biology,Iowa,0,4th+,1
6788411,Criminal Justice,Maryland,28994,1st,0
9909426,Chemical Engineering,Oklahoma,15891,3rd,0
5661806,Sociology,Michigan,13297,2nd,0
8102281,Chemistry,Ohio,0,2nd,1
5138602,Fine Arts,Colorado,0,1st,1
1362404,Electrical Engineering,Iowa,11706,3rd,0
2609445,Political Science,Wisconsin,21249,3rd,0
2720298,Psychology,Wisconsin,28341,1st,0
1945960,Geology,Illinois,17614,4th+,0
2856113,Computer Engineering,Ohio,25072,2nd,0
1833619,English,Indiana,24413,4th+,0
2287466,Anthropology,Iowa,24117,2nd,0
3121317,Education,Ohio,16962,4th+,0
5242691,Mechanical Engineering,Florida,14747,2nd,0
8155142,Marketing,Florida,0,1st,1
7534065,Journalism,Michigan,25206,2nd,0
2073588,Creative Writing,Michigan,33612,2nd,0
8904916,Religious Studies,Nebraska,15936,1st,0
6796249,Zoology,Illinois,25162,4th+,0
9156024,Information Technology,South Dakota,22084,2nd,0
1367388,Geography,Pennsylvania,31911,3rd,0
7751756,Geography,Utah,28483,3rd,0
1352074,History,Wisconsin,0,4th+,0
9549768,Information Technology,New Mexico,14140,3rd,0
3862402,Civil Engineering,Missouri,9293,3rd,0
3434749,Chemical Engineering,Georgia,37325,4th+,0
3919977,Education,Connecticut,19426,2nd,0
8237623,Political Science,Iowa,11242,1st,0
7807173,Political Science,Kansas,24710,4th+,0
3834854,Theater Arts,Kansas,21652,4th+,1
1838492,Environmental Science,Kansas,0,2nd,1
8370770,Law,Arizona,0,2nd,1
9337382,Zoology,North Carolina,12368,3rd,0
7752562,Theater Arts,Iowa,16643,4th+,0
4096912,Classics,Ohio,16044,1st,1
9230178,Chemistry,Minnesota,22027,3rd,0
5932858,Electrical Engineering,New Mexico,33755,3rd,1
9469560,Law,Tennessee,3137,1st,0
1027175,Fine Arts,Louisiana,0,1st,0
8261320,Geography,Vermont,12172,2nd,0
5058423,Religious Studies,Oregon,0,2nd,1
3536092,Health Science,Wisconsin,12494,2nd,0
6908299,Education,North Dakota,0,4th+,0
3642078,Statistics,West Virginia,22450,2nd,1
2207883,Anthropology,South Dakota,12473,4th+,0
4900149,Biochemistry,Delaware,5711,1st,0
4073430,English,Louisiana,175,3rd,0
9257306,Forestry,New Hampshire,0,4th+,1
7293483,Health Science,Indiana,0,1st,0
3728573,Communication,Colorado,14478,2nd,0
7685641,Marketing,Idaho,29576,4th+,1
4864502,Journalism,Vermont,17919,2nd,0
6816332,Computer Science,Ohio,10458,3rd,0
1847058,Theater Arts,Connecticut,16182,4th+,0
7725806,Music,North Dakota,5903,1st,0
2246020,Communication,Delaware,0,4th+,1
7935823,Dentistry,Illinois,12624,4th+,0
7978783,Biochemistry,Ohio,7890,3rd,0
6648361,Information Technology,Texas,3988,1st,0
2611044,Information Technology,North Dakota,3872,3rd,1
1056559,Dentistry,Iowa,2059,3rd,0
6159690,Marketing,North Dakota,2908,3rd,1
8328954,Agriculture,South Dakota,8686,4th+,1
7773256,Sociology,New York,28720,4th+,0
8119703,Aerospace Engineering,Illinois,0,4th+,1
1619045,Psychology,Connecticut,15324,3rd,0
5323552,Economics,Indiana,20242,4th+,0
5431500,Information Technology,Ohio,0,4th+,1
7316230,Agriculture,Maine,18832,4th+,1
5388939,Biology,Minnesota,20366,1st,0
4770243,Statistics,Indiana,5557,2nd,1
9677008,Social Work,Michigan,15121,3rd,0
9559510,Religious Studies,Georgia,9538,1st,0
3545450,Hospitality Management,California,10371,1st,0
7257741,Biology,Missouri,7087,2nd,0
8349481,Aerospace Engineering,Indiana,0,3rd,1
5189585,Zoology,Louisiana,22453,4th+,0
6698317,Chemical Engineering,Alabama,11571,1st,0
4775516,Philosophy,Arizona,17765,3rd,0
7238929,Dentistry,Iowa,14833,1st,0
3012473,History,Iowa,16898,1st,1
2569851,Marketing,Oregon,7284,1st,0
2195372,Industrial Engineering,Ohio,27881,2nd,0
6688184,Fine Arts,Oklahoma,9778,1st,0
2254136,Fine Arts,Wisconsin,29645,1st,0
3888440,Physics,Indiana,11057,1st,0
8539491,Economics,North Carolina,17083,4th+,0
8465175,Marketing,Massachusetts,16922,2nd,0
8820548,Theater Arts,Missouri,0,4th+,1
9172070,Marketing,Washington,19195,2nd,0
1307764,Hospitality Management,Alabama,20446,2nd,0
4335694,Software Engineering,Michigan,0,4th+,1
8323111,Software Engineering,Washington,19663,2nd,1
9190293,Fine Arts,Vermont,16400,3rd,1
1789588,Classics,New York,10671,1st,0
6107114,Nutrition,Delaware,0,1st,1
7076618,Medicine,Nebraska,0,4th+,1
8361753,Mechanical Engineering,Indiana,19464,3rd,1
2983527,Music,South Dakota,13258,1st,1
5992831,Environmental Science,Kansas,23296,2nd,0
4112946,Journalism,Texas,25512,2nd,1
4005488,English,Michigan,17809,4th+,1
9803020,Industrial Engineering,Illinois,4018,2nd,1
8263925,Theater Arts,Kansas,15143,1st,0
8302291,Information Technology,Missouri,0,3rd,1
1973927,Communication,Connecticut,9933,4th+,1
5291658,Religious Studies,Washington,5437,3rd,0
3232976,Software Engineering,Maryland,18831,1st,0
2791351,Mechanical Engineering,Nebraska,0,3rd,0
6787085,Criminal Justice,Ohio,23307,3rd,0
3746467,Architecture,Maine,14585,3rd,0
4756351,Psychology,Missouri,0,2nd,1
1539209,Criminal Justice,Kansas,20480,1st,0
2077465,Chemical Engineering,Nebraska,0,3rd,0
2140714,Aerospace Engineering,Wisconsin,5735,3rd,0
6044353,Architecture,Indiana,24302,1st,0
3869690,Geography,Indiana,31976,2nd,1
8783732,Political Science,Kansas,1081,2nd,1
6594790,Classics,Maryland,0,3rd,1
2715488,Business Administration,New Hampshire,0,1st,0
4640842,Chemistry,Michigan,21139,1st,0
9371032,Computer Science,Oregon,13966,4th+,0
9057544,Graphic Design,New Mexico,0,4th+,1
1723244,Architecture,Nevada,14558,2nd,0
3888087,Biology,Georgia,27442,2nd,0
4107267,Medicine,Texas,8501,2nd,0
2000151,Biochemistry,Michigan,8018,3rd,0
3532273,Aerospace Engineering,New York,12868,1st,0
8312497,Philosophy,California,20755,3rd,0
6046181,Creative Writing,Maine,17078,2nd,0
7605173,Medicine,Michigan,17545,3rd,0
1232131,Statistics,Connecticut,10237,4th+,0
1554554,Biology,South Dakota,15587,2nd,0
3024805,Software Engineering,Louisiana,29202,3rd,0
9417993,Zoology,Arizona,8044,4th+,0
2415025,Statistics,North Dakota,16605,1st,0
3760676,Pharmacy,Idaho,0,4th+,1
2527790,Agriculture,Wisconsin,0,1st,1
5692183,Agriculture,Indiana,23006,1st,0
2435134,Journalism,Kansas,13302,1st,0
4620955,Journalism,Missouri,17405,1st,1
5256945,Music,Mississippi,0,4th+,0
3149665,Journalism,Kansas,20932,2nd,0
3419177,Nutrition,New Jersey,0,3rd,1
4851008,Anthropology,Nebraska,14069,4th+,0
7890559,Pharmacy,Iowa,0,1st,1
2433145,Pharmacy,Iowa,31384,3rd,0
7334658,Philosophy,Iowa,27194,3rd,1
3771096,Journalism,Arkansas,0,4th+,1
5320166,Social Work,South Dakota,28708,1st,0
6861498,Nutrition,Illinois,19588,4th+,0
6633502,Computer Engineering,Arkansas,10130,3rd,1
5780530,Creative Writing,Maryland,0,3rd,1
5846339,Social Work,Missouri,15707,1st,0
6628536,Civil Engineering,Arizona,1485,4th+,1
8529607,Law,Minnesota,9342,1st,1
5256939,Zoology,Wisconsin,7580,4th+,0
1405758,Civil Engineering,Delaware,2238,1st,1
8429711,Business Administration,Arizona,18790,4th+,0
4964558,Kinesiology,South Dakota,19320,2nd,0
8146131,Accounting,West Virginia,5533,1st,0
8558158,Theater Arts,Nebraska,15334,3rd,0
1774889,Kinesiology,New Jersey,24763,3rd,1
9042189,History,West Virginia,5868,1st,0
6959778,Mathematics,Nevada,0,1st,1
5350607,Nursing,Minnesota,14154,3rd,0
3263166,Civil Engineering,North Dakota,35533,3rd,0
4481255,Creative Writing,New Mexico,2240,4th+,0
6587033,Health Science,Indiana,0,3rd,1
9175728,Software Engineering,Colorado,0,4th+,1
6162142,Criminal Justice,Missouri,18242,2nd,0
5169027,Information Technology,Minnesota,0,4th+,0
7054274,Accounting,New York,0,3rd,1
8252902,Statistics,Colorado,26283,2nd,1
2348319,Industrial Engineering,Mississippi,25764,2nd,0
3209635,Zoology,Delaware,20031,4th+,0
6736272,Geography,Arizona,34156,4th+,1
1069056,Computer Science,Ohio,2337,4th+,0
5009124,Information Technology,South Dakota,15168,3rd,0
7230183,Geography,Delaware,0,2nd,1
6803461,Accounting,South Dakota,8733,1st,1
3454486,Chemistry,South Dakota,6163,3rd,1
4091661,Aerospace Engineering,Oregon,14114,2nd,0
9240899,Art History,North Dakota,19600,3rd,0
7868063,Civil Engineering,North Dakota,15657,2nd,1
2424752,Sociology,Missouri,0,1st,1
6505384,Physics,Minnesota,9465,2nd,0
9816425,Forestry,Illinois,20714,1st,0
9030262,Political Science,Missouri,0,4th+,1
7326328,Religious Studies,Delaware,18652,1st,1
9169752,Fine Arts,Wisconsin,5121,3rd,0
7765563,Geography,Illinois,0,4th+,0
4603011,Pharmacy,Oregon,11645,3rd,0
2547203,Nursing,Nevada,22989,1st,0
1543379,Psychology,Louisiana,26863,3rd,0
4500617,Medicine,Nebraska,5725,2nd,0
9919072,Nutrition,Nebraska,25015,2nd,0
1944730,Biochemistry,Texas,0,2nd,1
3198337,Fine Arts,Missouri,15023,3rd,0
4947900,Social Work,Maryland,22116,1st,1
5671317,History,Tennessee,0,2nd,1
5316280,Health Science,Minnesota,15254,1st,0
8521880,Political Science,Ohio,27377,2nd,0
9975318,Architecture,New Jersey,0,2nd,1
3025099,Aerospace Engineering,Iowa,11593,1st,0
2575755,Fine Arts,Indiana,10822,1st,0
4604498,Medicine,Missouri,17738,3rd,0
